source,ref-type,author,year,language,label,title,abstract,inclusion/exclusion,Reason/s for exclusion,Comments,electronic-resource-num,Repeated article,inclusion/exclusion full text,Reason/s for exclusion full text,Comments full text
random-journal.pdf,LivP75,"Durand-Labrunie, Jérôme",2020,eng,LIV.P:#5*,Curative Irradiation Treatment of Hepatocellular Carcinoma: A Multicenter Phase 2 Trial,"PURPOSE: Liver transplantation is the standard definitive treatment for nonmetastatic hepatocellular carcinoma (HCC). However, less than 5% of patients are ultimately candidates as a result of frequent comorbidities and graft shortage. The aim of this study was to evaluate stereotactic body radiation therapy (SBRT) as an ablative treatment for inoperable HCC. METHODS AND MATERIALS: A prospective phase 2 trial included newly diagnosed single HCC lesions that were without extrahepatic extension and that were deemed unsuitable for standard locoregional therapies, with a tumor size ranging from 1 to 6 cm. The SBRT dose was 45 Gy in 3 fractions. Primary endpoint was the local control of irradiated HCC at 18 months, defined by Response Evaluation Criteria in Solid Tumors. RESULTS: Forty-three patients were treated and evaluable. Median follow-up was 4.0 years (range, 1.2-4.6 years). All 43 patients had cirrhosis; 37 (88%) were Child-Pugh grade A and 5 (12%) grade B (1 missing data). No patients had received prior local treatment. Thirteen patients (31%) presented grade ≥3 acute adverse events, including 8 patients with an abnormality of the liver function tests (19%). Three patients (10%) experienced a decline in Child-Pugh at 3 months post-SBRT. The 18-month local control rate was 98% (95% confidence interval, 85%-99%). The 18-month overall survival rate was 72% (range, 56%-83%). Median overall survival was 3.5 years. CONCLUSIONS: Local control and overall survival after SBRT for untreated solitary HCC were excellent despite candidates being unfit for transplantation, resection, ablation, or embolization treatments. SBRT should be considered as a bridge to transplant or as definitive therapy for those ineligible for transplant.",exclusion,No comparator,,10.1016/j.ijrobp.2019.12.004,,,,
random-journal.pdf,LivP76,"Stewart, Camille L",2018,eng,5 study;LIV.M:#5;LIV.P:#1,"Cytoreduction for colorectal metastases: liver, lung, peritoneum, lymph nodes, bone, brain. When does it palliate, prolong survival, and potentially cure?","Colorectal cancer commonly metastasizes. The liver is the most frequent site of metastases and dominates the length of survival for this disease. As surgical and systemic therapies have become accepted and now are proven to be potentially curative, other sites of metastases have become more clinically relevant in terms of clinical symptoms and influence on survival. Treatment of extrahepatic metastases by surgical and ablative procedures is increasingly accepted and is proving to be effective at palliating symptoms, as well as life prolonging. In this review, we will first summarize key issues with metastatic colorectal cancer to the liver and available treatments. We will then discuss surgical and ablative treatments of other sites of disease including lung, lymph nodes, peritoneum, bone, and brain. Best available evidence for treatment strategies will be presented as well as potential new directions.",exclusion,Narrative,"Important, read for more information",10.1067/j.cpsurg.2018.08.004,,,,
random-journal.pdf,LivP77,NCT02950025,2016,,LIV.M:#2;LIV.P:#2,Daily Online Adaptation Versus Localization for MRI-Guided SBRT for Unresectable Primary or Oligometastatic Abdominal Malignancies,"In light of this new technology and preliminary findings of low toxicity of online, adaptive, magnetic resonance (M)‐guided stereotactic radiation on a single arm prospective study, the investigators propose to compare this technique to online MR‐guided stereotactic body radiation therapy (SBRT) without adaptation. Online plan adaptation increases treatment times for patients and comprises an increased burden on technical and clinical staff. Although preliminary trial results are encouraging, it remains unclear if the dosimetric benefits of online‐adaptive planning studies will translate to measurable improvements in clinical outcomes that merit its routine use. In our preliminary study, plan adaptation was most often required when tumors were adjacent to the gastrointestinal tract (the esophagus to the sigmoid colon), as those structures were most commonly the dose‐limiting structures and were noted to change in location on a day‐to‐day basis. For these reasons, abdominal disease sites have historically highlighted the limitations of SBRT. Specifically, the investigators will enroll patients with oligometastatic or unresectable primary disease of the non‐liver abdomen to a randomized, prospective trial. Patients will be randomized to one of two treatment arms, in which they will receive either online‐adaptive, MRI‐guided SBRT or non‐adaptive MRI‐guided SBRT. Both patient groups will undergo MRI simulation and MRI treatment localization with online MR monitoring and/or gating. All patients will be treated in five fractions over one to two weeks. By adhering to strict normal tissue constraints, the investigators expect toxicity to be within the current standard of care for the non‐adaptive arm, with reduction in toxicity in the arm of patients who undergo adaptation based on daily anatomic changes.",exclusion,,,,,,,
random-journal.pdf,LivP78,"I., Ernst",2019,English,5 study;LIV.P:#4,Data-Driven 4 D PET/CT and PET/MRI for Target Delineation in Fiducial Free Stereotactic Body Radiotherapy of Liver Tumors,"Purpose/Objective(s): Data-driven 4D PET/CT allows for valid detection of target motion. After this approach had been implemented in a PET/CT device and proved in preliminary studies and phantom measurements it was integrated in our planning process for free breathing SBRT since 2010. In 2015 we started free breathing SBRT via robotic arm linear accelerator using data - driven 4 D PET/MRI - based target delineation without fiducials for patients with primary or secondary liver tumors. The aim of this study was to evaluate the rate of potential local failures of SBRT with special emphasis on relapses close to field edges. Materials/Methods: 100 patients (124 lesions) with a minimum of 10 months observing time post SBRT were analyzed. They suffered from primary (6 CCC, 1HCC) or secondary (93) liver tumors. Secondary liver tumors were caused by colorectal, breast, lung, stomach, pancreatic cancer, or malign melanoma. All patients underwent data-driven 4 D (F18) FDG PET/MRI and planning CT. SBRT was delivered by robotic arm linear accelerator with BED > 100 Gy mostly in 3 fractions, in cases of close proximity to stomach or duodenum in 5 fractions. Follow-up included MRI 6 and 12 weeks post SBRT, followed by MRI scans every 3/6 month. Tumor response was based on the response criteria for solid tumors. Follow - up scans were evaluated to recurrent cancer and matched to planned dose parameters. Result(s): All patients underwent planning and application procedure as intended. No toxicity >degree1 (CTCAE v_3.0) has been observed. Mean observing time post SBRT is 18.3 months on average (10 to 31). One in - field relapse has been observed, no relapse close to the field edges occurs. Conclusion(s): It is feared that SBRT planning using data - driven 4 D procedures may underestimate target movement, so relapses close to planned field edges can occur. The use of a data - driven 4 D PET approach, either on a PET/CT or PET/MRI device, did not show field-edge relapses, rendering a valid method for SBRT in free breathing without fiducials.Copyright © 2019",exclusion,No comparator,,http://dx.doi.org/10.1016/j.ijrobp.2019.06.1968,,,,
random-journal.pdf,LivP79,"Ahmed, Kamran A",2015,eng,4 outcome;LIV.M:#5;LIV.P:#1,Differences Between Colon Cancer Primaries and Metastases Using a Molecular Assay for Tumor Radiation Sensitivity Suggest Implications for Potential Oligometastatic SBRT Patient Selection.,"PURPOSE: We previously developed a multigene expression model of tumor radiation sensitivity index (RSI) with clinical validation in multiple independent cohorts (breast, rectal, esophageal, and head and neck patients). The purpose of this study was to assess differences between RSI scores in primary colon cancer and metastases. METHODS AND MATERIALS: Patients were identified from our institutional review board-approved prospective observational protocol. A total of 704 metastatic and 1362 primary lesions were obtained from a de-identified metadata pool. RSI was calculated using the previously published rank-based algorithm. An independent cohort of 29 lung or liver colon metastases treated with 60 Gy in 5 fractions stereotactic body radiation therapy (SBRT) was used for validation. RESULTS: The most common sites of metastases included liver (n=374; 53%), lung (n=116; 17%), and lymph nodes (n=40; 6%). Sixty percent of metastatic tumors, compared with 54% of primaries, were in the RSI radiation-resistant peak, suggesting metastatic tumors may be slightly more radiation resistant than primaries (P=.01). In contrast, when we analyzed metastases based on anatomical site, we uncovered large differences in RSI. The median RSIs for metastases in descending order of radiation resistance were ovary (0.48), abdomen (0.47), liver (0.43), brain (0.42), lung (0.32), and lymph nodes (0.31) (P<.0001). These findings were confirmed when the analysis was restricted to lesions from the same patient (n=139). In our independent cohort of treated lung and liver metastases, lung metastases had an improved local control rate compared to that in patients with liver metastases (2-year local control rate of 100% vs 73.0%, respectively; P=.026). CONCLUSIONS: Assessment of radiation sensitivity between primary and metastatic tissues of colon cancer histology revealed significant differences based on anatomical location of metastases. These initial results warrant validation in a larger clinical cohort.",exclusion,,,10.1016/j.ijrobp.2015.01.036,,,,
random-journal.pdf,LivP80,"Deodato, Francesco",2019,eng,5 study;LIV.M:#5;LIV.P:#5;pro.m:#5;pro.p:#5,Dose escalation in extracranial stereotactic ablative radiotherapy (DESTROY-1): A multiarm Phase I trial.,"OBJECTIVE: A multiarm Phase I clinical trial was performed to define the maximum tolerated dose (MTD) of stereotactic body radiotherapy (SBRT) delivered by non-coplanar conformal beams or volumetric modulated arc therapy technique in seven predefined clinical settings. METHODS: The (a) and (b) arms investigated primary and metastatic lung cancer differentiated by site of onset, arm (c) included primary or metastatic lesions outside the thorax, the (d) and (e) arms were for in-field reirradiation of recurrence, and finally, the (f) and (g) arms were for boost irradiation to the lesions after an adjuvant RT prescribed dose. A 4 months cut-off after previous irradiation course was fixed to distinguish the boost from the retreatment (<4 vs >4 months, respectively). Patients were prospectively enrolled in study arms according to tumor site, clinical stage and previous treatment. The total dose prescribed to the isocenter, ranged from 20 to 50 Gy according to the protocol design and the doses per fraction ranged from 4 to 10 Gy in 5 days. RESULTS: A total of 281 patients (M/F: 167/114; median age: 69 years) with 376 lesions underwent SBRT. No acute toxicity was reported in 175 patients (62.3%) while 106 (37.7%) experienced only low-grade (G < 2) acute toxicity. Four patients (all previously irradiated in the same site) showed >Grade 2 toxicity within 6 months from SBRT. With a median follow-up of 19 months, 204 patients (72.6%) did not experience late toxicity, and 77 (27.4%) experienced low grade late toxicity. On per-lesion basis, the 12-and 24 months actuarial local control inside the SBRT field were 84.3 and 73.7 %, respectively. CONCLUSIONS: SBRT delivered in five consecutive fractions up to the doses evaluated is well tolerated. The MTD was reached in four (a, b, c and f) of the seven study arms. Recruitment for (d), (e) and (g) arms is still ongoing. ADVANCES IN KNOWLEDGE: In a prospective dose-escalation trial, the MTD of 50 Gy/10 Gy fraction and 35 Gy/7 Gy fraction were defined for primary and metastatic lesions and as boost after prior RT dose ≤50 Gy, respectively.",exclusion,Other study design,,http://dx.doi.org/10.1259/bjr.20180422,,,,
random-journal.pdf,LivP81,,2016,English,5 study;LIV.M:#5;LIV.P:#5,Dosimetric aspects and robustness in treatment plan optimisation of small tumours,"Stereotactic radiation of small brain targets provides high spatial resolution and accuracy for positioning of patient and radiation fields, almost on submillimeter ranges. This is not matched by equally sharp dose gradients, since finite source size, collimator design limitations and transport of electrons in the irradiated tissue all diffuses the dose. Not surprisingly, the dose prescriptions evolving for small brain tumors aimed for a specified dose to the target periphery, accepting whatever resulting dose to the target center. A kind of standard evolved aiming for a ratio of approximately 65% relative dose at the periphery versus the maximum target center dose (or 154% center-to-periphery ratio). This dose heterogeneity was considered favorable, as to more effectively treat presumably hypoxic cells at the tumor center. The stereotactic treatment methodology for brain treatments were in the early 1990s transferred to radiation of liver metastasis. Through use of stereotactic body frame high target positioning reproducibility was achieved, and similar dose prescriptions of heterogeneous dose were applied, with a center-to-periphery dose ratio of approximately 154%. Soon the technique was also applied to peripheral lung tumors. Following the development of 3D treatment planning systems in the late 1980s, ICRU responded to the need for consistent handling of geometrical uncertainties and launched in 1993 the ICRU 50 report recommending the use of GTV, CTV and PTV to capture the uncertainties. Specifically, the role of PTV was to ""ensure that the prescribed dose is actually absorbed in the CTV"". The normal use of the PTV is to plan a homogenous dose to its interior, through which it is assumed that the CTV gets the same dose as it is located in the PTV. This requires the dose inside the PTV to be both homogeneous and robust with respect to movements involving heterogeneities. The PTV concept was applied also for extracranial stereotactic body treatments, often inheriting a high center-to-periphery prescription. Dose calculations at the time used ""class a"" algorithms that not account for dose variations due to a varying level of lateral charged particle equilibrium caused by low density regions. Most so called pencil beam algorithms belong to this, class a, category. Accurate dose calculations can now be achieved with ""class b"" algorithms such as Monte Carlo, Collapsed Cone or Grid based Boltzmann equation solvers. However, for any algorithm that would calculate the dose physically correct, the resulting dose for the PTV is not representative for the CTV when the margin around the latter contains a lower density medium. Hence, the straight forward application of PTV based treated planning together with heterogeneous prescriptions principles (originally inherited from intracranial treatments), has created a confused situation with large uncertainties with respect to the actually delivered doses. A robust dosimetry can be achieved by realizing that the dose to a CTV surrounded by a low density medium will be independent of movements as long as it is exposed to a uniform fluence. Given that a near homogeneous fluence cover the PTV, dose prescriptions can then be done directly to the CTV based on a dose calculation with a ""class b"" algorithm (MC, CC or equivalent). As long as the movements of the CTV are kept well inside a PTV with a homogeneous fluence, the dose delivered to the CTV will be much closer to the prescribed dose, thus providing robust dose specification for small tumors. However, tools for optimization of uniform fluence are presently not provided in clinical TPS. Luckily, several workarounds exists that can ""cheat"" the optimization of homogenous dose to instead yield a effectively homogeneous fluence. From a pure physics point of view, this can be achieved by incapacitating the lateral spread of energy from the rays of the primary beam. In class a algorithms of the pencil beam kind, this can be implemented by changing the pencil beam parameter controlling the lateral spread. In point kernel algorithms such as CC, similar manipulation of kernel data can be done. In essence, in most algorithms fluence is a precursor for dose providing opportunities to access it. Alternatively, the density of the PTV can be set to a high value that shortens the electron transport distance enough to make the dose more fluence like. In summary, a robust small lung tumor dose can be implemented through a planning process in which the PTV is determined by the common practice addition of a setup margin to a MIP projections ITV, but replacing the common practice dose calculations by a fluence optimization followed by a class b dose calculation with the CC (or similar) algorithm, using absolute dose prescriptions to the CTV rather than the PTV. For a test series of 5 patients this procedure reduced the difference between prescribed and delivered dose to the CTV from 30% to 8% in D98, with a similar reduction for D02.",exclusion,,,,,,,
random-journal.pdf,LivP82,"A.S., Barry",2016,English,LIV.M:#5*;LIV.P:#1,Dosimetric associations with acute liver toxicity in stereotactic body radiation therapy for liver metastases,"Purpose/Objective(s): Toxicity following SBRT for liver metastases (LM) appears low but dose/volumetric correlations have not clearly been established. We describe dosimetry and hepatic toxicity for patients with LM treated with SBRT. Materials/Methods: Cumulative dose volume histograms (DVHs) and dosimetric parameters for patients with LM treated on two sequential prospective trials of 6 fraction SBRT, were correlated with hepatic toxicity defined as an increase in Child Pugh (CP) score or CTCAEv3.0 grade in ALT, AST or ALP at 1 and 3 months. Patients with local progressive disease (PD) within 3 months of SBRT were excluded due to potential confounding effect. Dose to 700ml spared liver (calculated as dose at absolute volume minus 700cc) was analyzed as previous data has shown an association with liver toxicity. Univariate and multivariate binary logistic regression was performed to identify predictors of toxicity. Result(s): Eighty-eight patients were identified, with 18 excluded due to PD (4) or lacking dosimetric data (14). Patient characteristics included; median age 63 (30-90) years, 40 (57%) male, 49 (70%) colorectal carcinoma primary, one (1%) underlying untreated Hepatitis B, 41 (57%) extrahepatic disease, 44 (62%) prior chemotherapy, 20 (28%) previously treated with hepatic resection (13) and/or RFA (7), 67 (96%) baseline Child-Pugh A5, median number LM 2 (1-7), median GTV volume 50 (1-722) cc, median liver - GTV volume 1564 (882- 3029) cc, median SBRT prescription 42 (30-60) Gy median mean liver -GTV dose 16.2 (3-22.7) Gy, median Veffliver37% (5-80%), median physical and biologically normalized NTCP 15.8% (0-69%), and 0.07% (0-18.8%), median dose for all patients to 700cc of spared liver minus GTV 10.5 (0.2 e 38.2) Gy, with 58 patients (82.8%) meeting the Colorado dose sparing guideline e equivalent dose 19.5 Gy in 6 fractions (a/b 3). Two patients' albumin decreased (CP score increase from A5 to A6) at 1 month, reversed at 3 months. Another developed a sustained decrease in albumin at 3 months. Liver enzyme toxicity up to 3 months post SBRT (Table 1) occurred in 43 patients (61%). There were no incidences of radiation induced liver disease. One patient had grade 3 ALP toxicity at 1 month that resolved at 3 months. On univariate analysis there was a trend to significance for dose to spared 700cc of liver and enzyme toxicity (P = 0.08). On multivariate analysis dose to spared 700cc was statistically significant (P = 0.025) and there was a trend to significance for prior liver surgery (P = 0.29) or BioNTCP (P = 0.21) and toxicity. No factors correlated with worsening of CP score. Conclusion(s): These results suggest that dose to 700cc of spared liver may be associated with acute liver enzyme abnormality. This dosimetric parameter has potential implications for future liver SBRT planning and ongoing clinical management.",exclusion,No comparator,,http://dx.doi.org/10.1016/j.ijrobp.2016.06.1098,,,,
random-journal.pdf,LivP83,"Parikh, Neehar D",2018,English,LIV.P:#3,Effectiveness and cost of radiofrequency ablation and stereotactic body radiotherapy for treatment of early-stage hepatocellular carcinoma: An analysis of SEER-medicare.,"Introduction: For early-stage hepatocellular carcinoma (HCC) patients, ablative strategies are potentially curative treatment options. Stereotactic body radiotherapy (SBRT) has emerged as a promising ablative therapy, although its comparison with radiofrequency ablation (RFA) remains confined to a single institution retrospective review. We sought to characterize the comparative outcomes and cost between the two treatment strategies. Method(s): We conducted a secondary analysis of the Surveillance, Epidemiology, and End Results (SEER)-Medicare linked database (2004-2011) and identified adult patients with stage I or II HCC and treated with RFA or SBRT as the initial treatment within 6 months of diagnosis. Survival analysis was conducted using Kaplan-Meier curves and multivariate Cox proportional hazard analysis. Factors associated with overall survival and 90-day hospital admission post-treatment were identified using propensity score (PS) adjusted multivariate analysis. We performed costs analysis and calculated incremental cost-effectiveness ratios (ICER). Result(s): Four hundred and forty patients were identified, 408 treated with RFA and 32 SBRT. In the overall cohort, 90-day hospitalization and 1-year mortality were similar between groups but RFA patients had better overall survival (P < 0.001). Multivariate analysis showed advanced age, higher stage, decompensated cirrhosis, and treatment with SBRT (HR 1.80; 95%CI: 1.15-2.82) was associated with worse survival, but in the PS adjusted analysis, survival and costs were similar between the two groups. Conclusion(s): In a national cohort of early stage HCC patients, treatment with RFA vs SBRT resulted in no significant difference in survival, 90-day hospitalization, or costs. These data highlight the need for a randomized clinical trial comparing these two modalities.Copyright © 2018 The Royal Australian and New Zealand College of Radiologists",exclusion,Wrong comparator,,http://dx.doi.org/10.1111/1754-9485.12754,,,,
random-journal.pdf,LivP84,NCT03727867,2018,,LIV.M:#1;LIV.P:#1;pro.m:#1;pro.p:#1,Efficacy of Epidermal Growth Factor Receptor Tyrosine Kinase Inhibitor Combined With Early Stereotactic Body Radiation Therapy to the Primary Tumor in Advanced Non-small Cell Lung Cancer,"Non‐small cell lung cancer (NSCLC) is a prevalent disease with high mortality and morbidity, particularly of adenocarcinoma in Asians. Fortunately, with the development of epidermal growth factor receptor (EGFR) tyrosine kinase inhibitor (TKI), treatment of lung cancer usher in a new era, resulting in a hit of precise therapy and molecule sequencing. However, it is inevitable for patients to gain acquired resistance of EGFR TKI. Several studies have been demonstrated that there were approximately 30% heterogeneous cells in primary tumors. And emerging studies illuminated that main pattern of treatment failure was the recurrence of primary site. Moreover, it was proved that despite of the drug‐resistance cells in progressive site, continual prescription of EGFR TKI in oligometastasis lung cancer could make a difference for patients in progression free survival (PFS) and overall survival (OS), owing to the residual responsive cells in another sites. Therefore, to explore an unique method to control heterogeneous cells in primary site so as to delay or prevent acquired resistance when taking EGFR TKI orally may be of great benefit and therapy. It is known to all that stereotactic body radiation therapy (SBRT), with the advantage of hypofractionation and rapid release, succeed in several cancers, such as early lung cancer, prostatic, liver cancer and so on, for local control. Numerous reports explained SBRT played an irreplaceable role in progressive NSCLC patients after oral targeted medicine, regardless of EGFR or anaplastic lymphoma kinase (ALK) mutation. And the radiosensitivity of EGFR TKI in vitro and vivo may account for these inspiring results. What's more, it has reported that SBRT could induce inflammatory cell death, activate dendritic cell as well as accelerate antigen presentation in the draining lymph node, leading to antigen‐specific adaptive immune response. Nevertheless, although the potential effects of SBRT on advanced NSCLC are obviously, few studies explore the preventive benefits of early SBRT combined with oral EGFR TKI on advanced lung cancer by eliminating the heterogeneous cells in primary site. In addition, the investigators' previous phase II study of SBRT combined with oral EGFR TKI had revealed its safety and potentially improvement of PFS for 6 months. In this trial, the investigators put sight into assessing the efficacy of early application of SBRT to primary site in the advanced NSCLC patients and provide a hypothesis that early SBRT could strengthen the anti‐tumor effect of EGFR TKI through eradicating the heterogenity of initial tumor cells.",exclusion,,,,,,,
random-journal.pdf,LivP85,"N., Kim",2018,English,LIV.P:#3,Efficacy of stereotactic body radiation therapy over radiofrequency ablation for HCC,"Purpose or Objective Several non-surgical, locoregional curative treatments are available for localized hepatocellular carcinoma (HCC), including stereotactic body radiation therapy (SBRT), radiofrequency ablation (RFA). Until now, little evidence has been available for determining the efficacy of SBRT in comparison to RFA. We evaluated the efficacy of SBRT and RFA for hepatocellular carcinoma. Material and Methods Seven hundred and sixty-eight patients who were treated for hepatocellular carcinoma at our institution between 2012 and 2016 were retrospectively reviewed. Among these, 663 patients who underwent RFA of 731 tumors and 105 patients who underwent SBRT of 114 tumors were included. The most frequently used dosefractionation schedule in SBRT was a total of 60 Gy in 4 fractions and a total of 52 Gy in 4 fractions. Radiological responses were assessed using the modified response evaluation criteria in solid tumors (mRECIST). To minimize the effects of potential confounders and selection bias, propensity score matching analysis (PSM) was performed. Finally, 95 tumors were selected from each treatment arm. Freedom from local progression (the primary endpoint, FFLP) was compared before and after adjustment with PSM. Results At baseline, SBRT-treated tumors were more advanced, larger (median, 2.4 vs. 1.6 cm), and more frequently located in the subphrenic region than RFA-treated tumors (50.0% vs. 31.1%, P < 0.001). The median follow-up was 21.5 (range, 0.7-64.2) months. Before PSM, the 1- and 2- year FFLP rates were 85.7% and 76.3% for the SBRT group and 82.6% and 70.4% for the RFA groups, respectively (P = 0.265). After PSM, the 1- and 2-year FFLP rates were 83.7% and 74.9% for the SBRT group and 76.1% and 64.9% for the RFA group, respectively (P = 0.243). The local control rates were not significantly different between the two groups before or after PSM. The Cox proportional hazards model revealed the treatment modality as an independent predictor of local recurrence favoring SBRT in the entire cohort (HR: 1.96, 95.0% CI: 1.21-3.17; P = 0.006) and in the PSM model (HR: 1.73, 95.0% CI: 0.98- 3.05; P = 0.060). Tumor location (subphrenic region) and tumor size (>2.0 cm) were independent predictors in the RFA group but not in the SBRT group. Overall toxicity rate did not differ between two groups. Conclusion Both SBRT and RFA can achieve excellent local control for localized HCC. SBRT appears to be an effective alternative treatment for hepatocellular carcinoma when RFA is not feasible due to tumor location or size.",exclusion,Wrong comparator,,,,,,
random-journal.pdf,LivP86,"H.J., Roberts",2019,English,5 study;LIV.M:#2;LIV.P:#2,Evaluating the Impact of Combination of Nivolumab and Ipilimumab to Liver/Lung SBRT on Local Control for Colorectal and Pancreatic Cancer: A Pooled Analysis of Two Prospective Trials,"Purpose/Objective(s): Immunotherapy (IO) has emerged as an effective treatment option for many metastatic cancers, however, its role in pancreatic or colorectal cancer is limited to those with microsatellite instability. It has been suggested that radiation (RT) and combination IO may work synergistically to increase the immune system's exposure to tumor antigens, potentiating an abscopal effect. However, the impact of combination IO to stereotactic body radiation therapy (SBRT) on local control of irradiated lesions has not been elucidated. Materials/Methods: In this study, we combined two prospective phase II single arm studies to compare the impact of SBRT alone (NCT01239381) or with PD-L1/CTLA4 blockade (NCT03104439) on the growth of colorectal and pancreatic liver and lung metastases. Eligible patients had metastatic colorectal or pancreatic adenocarcinoma. Those treated on NCT01239381 received liver SBRT alone (30-50 Gy in 5 fractions), while those on NCT03104439 received combination IO 6 weeks prior to and concurrently with 24 Gy in 3 fractions to liver or lung metastases. Tumor genotyping was performed to assess for KRAS and TP53 mutations. Target lesions were measured on CT scans prior to and following RT. Peak response was measured via modified RECIST criteria as the largest tumor reduction at any time. Wilcoxon Rank Sum tests were performed to evaluate % tumor reduction with regards to combination IO, primary tumor site, metastasis site, and KRAS and TP53 mutation status. Result(s): There were 50 eligible patients from NCT01239381 and 41 from NCT03104439, of whom 42 and 39 were evaluable, respectively. Of these 81 patients, 52 and 29 had colorectal and pancreatic cancer, respectively. Of those with molecular analysis, 50% (33/66) had a KRAS mutation and 55% (34/61) had a TP53 mutation. Median follow up was 78 days in the IO arm (driven by distant progression) and 160 days in the non-IO arm (P<0.0001). Mean BED in the IO arm was 43.2 Gy vs. 79.6 Gy in the SBRT alone arm (P<0.0001). Mean target size was 3.8 cm in the IO arm, and 5.0 cm in the SBRT alone arm (P=0.12). There was no difference with respect to overall response rate (38.5% vs. 52.4%, P=0.27) and disease control rate (92.3% vs. 92.9%, P>0.99). There was no significant difference in the % tumor reduction between the IO and non-IO arms (-21% vs. -41%, P=0.08). Among the entire cohort, there was no significant difference in response of irradiated lesion with respect to primary tumor type (P= 0.54), KRAS status (P=.67), TP53 status (P=0.10), or metastatic site (P=0.58). Conclusion(s): Despite receiving approximately half the BED dose compared to liver SBRT alone, patients treated with IO and RT had similar response rates, suggesting a potential synergistic effect in the irradiated lesions. Future studies should look to validate these findings and explore optimal RT dose/fractionation schemas in combination with IO. These results support ongoing randomized studies of IO with RT in locally advanced rectal (NRG GI002) and pancreatic (NCT03563248) cancers.Copyright © 2019",exclusion,Immunotherapy,,http://dx.doi.org/10.1016/j.ijrobp.2019.06.608,,,,
random-journal.pdf,LivP87,"Habermehl, Daniel",2015,English,LIV.P:#2,Evaluation of inter- and intrafractional motion of liver tumors using interstitial markers and implantable electromagnetic radiotransmitters in the context of image-guided radiotherapy (IGRT) - the ESMERALDA trial,"BACKGROUND: With the development of more conformal and precise radiation techniques such as Intensity-Modulated Radiotherapy (IMRT), Stereotactic Body Radiotherapy (SBRT) and Image-Guided Radiotherapy (IGRT), patients with hepatic tumors could be treated with high local doses by sparing normal liver tissue. However, frequently occurring large HCC tumors are still a dosimetric challenge in spite of modern high sophisticated RT modalities. This interventional clinical study has been set up to evaluate the value of different fiducial markers, and to use the modern imaging methods for further treatment optimization using physical and informatics approaches. METHODS AND DESIGN: Surgically implanted radioopaque or electromagnetic markers are used to detect tumor local-ization during radiotherapy. The required markers for targeting and observation during RT can be implanted in a previously defined optimal position during the oncologically indicated operation. If there is no indication for a surgical resection or open biopsy, markers may be inserted into the liver or tumor tissue by using ultrasound-guidance. Primary study aim is the detection of the patients' anatomy at the time of RT by observation of the marker position during the indicated irradiation (IGRT). Secondary study aims comprise detection and recording of 3D liver and tumor motion during RT. Furthermore, the study will help to develop technical strategies and mechanisms based on the recorded information on organ motion to avoid inaccurate dose application resulting from fast organ motion and deformation. DISCUSSION: This is an open monocentric non-randomized, prospective study for the evaluation of organ motion using interstitial markers or implantable radiotransmitter. The trial will evaluate the full potential of different fiducial markers to further optimize treatment of moving targets, with a special focus on liver lesions.",exclusion,,,10.1186/s13014-015-0456-y,,,,
